地震時間,規模,深度
2000,1.72,15.57
2000,2.62,17.35
2000,1.92,8.7
2000,1.61,9.69
2000,3.14,70.33
2000,1.63,17.34
2000,1.86,5.57
2000,2.72,68.35
2000,2.28,20.91
2000,2.29,20.36
2000,2.55,8.38
2000,1.79,2.71
2000,2.71,8.46
2000,3.44,3.98
2000,2.31,11.48
2000,3.24,2.85
2000,1.85,18.94
2000,2.4,5.53
2000,2.39,5.17
2000,2.32,19.78
2000,1.77,1.88
2000,2.67,16.38
2000,2.77,5.66
2000,2.18,6.81
2000,3.13,68.71
2000,2.18,6.59
2000,2.92,100.18
2000,1.85,7.65
2000,2.77,20.91
2000,2.08,7.2
2000,2.46,29.9
2000,3.16,17.86
2000,2.19,27.52
2000,2.3,1.53
2000,2.23,11.04
2000,2.32,17.94
2000,1.92,6.84
2000,2.16,18.73
2000,1.23,9.22
2000,2.54,9.6
2000,1.68,8.22
2000,1.77,9.59
2000,1.81,8.96
2000,2.32,15.09
2000,2.08,15.82
2000,2.62,12.41
2000,2.16,65.88
2000,1.34,8.63
2000,2.83,9.5
2000,2.99,3.97
2000,2.03,3.66
2000,1.86,12.16
2000,2.11,14.55
2000,2.17,13.4
2000,1.21,16.07
2000,1.83,7.71
2000,2.85,23.76
2000,2.93,24.35
2000,1.5,5.69
2000,1.9,29.29
2000,2.25,34.6
2000,3.01,24.38
2000,0.99,8.47
2000,1.61,2.26
2000,1.27,5.78
2000,2.09,1.36
2000,2.31,0.88
2000,2.08,9.29
2000,2.01,28.42
2000,2.72,102.83
2000,1.73,7.76
2000,2.07,13.49
2000,1.93,11.58
2000,2.19,12.17
2000,2.38,13.91
2000,1.23,10.59
2000,1.93,9.34
2000,4.48,99
2000,1.9,13.98
2000,1.54,18.15
2000,3.04,6.75
2000,1.25,5.53
2000,3.05,67.52
2000,2.06,9.59
2000,2.47,2.09
2000,1.85,4.01
2000,2.26,7.29
2000,2.09,21.55
2000,1.86,9.75
2000,1.98,20.63
2000,1.62,20.92
2000,3.5,44.62
2000,2.03,10.88
2000,3.4,8.11
2000,1.58,9.75
2000,1.94,5.89
2000,1.41,6.62
2000,1.58,13
2000,1.69,15.16
2000,1.99,11.49
2000,2.47,25.68
2000,2.18,9.92
2000,1.81,23.71
2000,2.45,8.83
2000,1.64,10.42
2000,1.93,11.9
2000,1.51,11.17
2000,1.93,18.97
2000,1.68,10.49
2000,1.88,6.68
2000,2.56,7.87
2000,3.03,7.6
2000,1.82,13.34
2000,2.16,19.22
2000,2.41,16.38
2000,2.07,16.11
2000,1.78,18.78
2000,1.76,18.9
2000,1.97,20.48
2000,3.54,1.52
2000,2.41,4.19
2000,2.56,16.17
2000,2.59,6.11
2000,2.74,16.57
2000,2.64,8.88
2000,2.59,22.07
2000,2.36,12.03
2000,1.74,7.98
2000,2.01,5.68
2000,2.21,10.37
2000,2.89,22.44
2000,1.98,11.97
2000,2.17,20.8
2000,2.78,98.35
2000,2.07,6.25
2000,2.54,6.97
2000,2.41,3.96
2000,2.1,22.4
2000,2.52,6.14
2000,1.55,5.05
2000,2.48,20.51
2000,2.32,15.29
2000,2.13,11.45
2000,1.28,11.06
2000,1.74,23.19
2000,0.74,4.25
2000,1.35,7.1
2000,2,8.49
2000,1.65,8.33
2000,1.52,5.79
2000,2.52,13.67
2000,2.83,26.11
2000,2.11,32.3
2000,2.55,27.64
2000,1.23,8.63
2000,2.15,6.48
2000,1.98,5.08
2000,1.44,5.09
2000,1.95,27.01
2000,2.11,23.89
2000,2.42,19.19
2000,1.18,8.04
2000,1.7,8.94
2000,2.09,15.9
2000,2.04,6.64
2000,1.63,11.21
2000,2.82,11.49
2000,1.5,2.24
2000,1.82,15.27
2000,2.81,8.88
2000,1.97,24.78
2000,1.76,13.7
2000,2.41,4.55
2000,2.16,14.78
2000,1.72,7.03
2000,2.41,13.06
2000,1.97,21.66
2000,2.16,7.81
2000,2.14,13.78
2000,2.07,15.49
2000,2.19,15.26
2000,4.21,5.62
2000,2.72,5.5
2000,1.96,7.48
2000,3.06,33.4
2000,1.28,6
2000,4.63,16.97
2000,1.67,7.05
2000,1.74,11.74
2000,3.37,7.78
2000,2.83,4.73
2000,2,1.18
2000,1.64,10.21
2000,2.93,18.29
2000,5.17,15.27
2000,1.19,6.05
2000,2.28,28.37
2000,2.42,7.02
2000,1.81,4.13
2000,1.95,13.31
2000,2.14,13.94
2000,1.84,7.76
2000,2.05,12.64
2000,2.35,13.62
2000,1.68,5.71
2000,1.28,12.22
2000,2.11,8.17
2000,2.05,3.55
2000,1.51,8.23
2000,3.12,20.27
2000,2.34,12.12
2000,2.95,5.39
2000,2.33,20.88
2000,2.36,14.74
2000,1.23,3.82
2000,1.64,10.51
2000,1.86,11.1
2000,1.53,12.19
2000,2.83,67.03
2000,1.64,6.38
2000,2.11,12.35
2000,1.71,2.27
2000,2.65,16.93
2000,1.78,6.8
2000,2.36,11.11
2000,2.62,12.94
2000,2.19,10.3
2000,1.81,5.02
2000,1.15,9.7
2000,1.55,10.05
2000,2.31,6.56
2000,2.5,71.79
2000,2.03,24.3
2000,2.1,6.69
2000,3.06,69.28
2000,2.3,8.07
2000,0.82,7.09
2000,2.29,29.2
2000,2.38,3
2000,1.59,9
2000,1.83,11.03
2000,2.37,68.44
2000,2.13,14.88
2000,1.64,8.93
2000,1.69,15.31
2000,1.77,9.11
2000,2.36,20.47
2000,2.37,12.82
2000,1.17,12.71
2000,2.77,30.18
2000,2.47,9.79
2000,2.51,12.95
2000,2.77,11.52
2000,1.6,2.36
2000,2.67,20.76
2000,1.48,8.27
2000,1.44,8.59
2000,2.73,14.33
2000,2.73,8.79
2000,2.16,10.33
2000,2.95,5.73
2000,1.59,15.93
2000,2.16,10.82
2000,1.68,14.31
2000,1.69,7.41
2000,1.76,27.92
2000,1.75,8.1
2000,1.82,9.68
2000,2.09,11.26
2000,1.63,6.73
2000,2.56,23.21
2000,1.46,17.69
2000,1.42,5.67
2000,2.3,23.45
2000,1.79,3.28
2000,3.01,2.33
2000,1.18,14.99
2000,2.06,22.31
2000,1.69,2.51
2000,2.65,26.29
2000,1.88,6.15
2000,2.37,8.44
2000,1.92,15.31
2000,3.19,12.29
2000,2.59,69.99
2000,1.89,14.02
2000,2.52,25
2000,2.76,69
2000,1.71,7.79
2000,1.19,8.43
2000,2.22,78.84
2000,1.74,13.72
2000,1.22,11.17
2000,2.17,26.39
2000,1.35,6.81
2000,2.77,35
2000,2.01,11.22
2000,2.46,11.6
2000,2.39,20.12
2000,2.62,11.33
2000,1.6,7.99
2000,1.64,15.89
2000,1.77,12.1
2000,2.2,11.51
2000,2.42,21.47
2000,1.78,7.07
2000,2.4,7.9
2000,3.93,124.64
2000,2.27,1.24
2000,3.13,15.72
2000,2.7,12.75
2000,1.98,33.67
2000,3.41,95.32
2000,1.97,10.75
2000,2.09,11.27
2000,1.5,3.56
2000,1.57,14.73
2000,1.79,6.51
2000,2.53,11.02
2000,1.24,4.92
2000,3.04,26.2
2000,2,7.01
2000,2.4,19.98
2000,1.88,6.73
2000,1.33,11.69
2000,2.23,7.85
2000,1.97,11.29
2000,1.85,10.41
2000,2.1,4.64
2000,1.99,28.23
2000,1.85,6.77
2000,1.69,2.55
2000,2.79,7.05
2000,3.55,2.45
2000,1.75,10.57
2000,2.63,2.89
2000,1.48,7.48
2000,2.25,15.89
2000,2.37,1.13
2000,2.65,56.16
2000,1.68,33.1
2000,2.42,21.6
2000,3.25,59.65
2000,1.13,10.76
2000,3.16,40.7
2000,1.87,6.03
2000,2.62,53
2000,2.13,15.34
2000,2.86,16.97
2000,2.27,6.29
2000,2.09,3.74
2000,2.73,6.82
2000,1.88,23.72
2000,2.63,36.07
2000,2.1,1.63
2000,1.42,8.04
2000,1.83,12.11
2000,2.09,13.14
2000,1.87,23.63
2000,2.02,60.81
2000,2.33,9.17
2000,1.86,19.25
2000,2.3,17.25
2000,2.06,15.46
2000,1.27,7.65
2000,2.31,7.12
2000,2.03,18.81
2000,1.98,11.68
2000,2.21,19.67
2000,3.44,83.66
2000,2.1,22.51
2000,2.55,19.78
2000,1.64,4.31
2000,1.67,10.48
2000,1.24,9.12
2000,2.11,11.23
2000,1.47,6.84
2000,1.63,10.49
2000,2.55,36.8
2000,1.93,11.69
2000,3.7,123.14
2000,1.76,7.9
2000,3.07,4.8
2000,2.42,6.55
2000,2.88,16.55
2000,3.63,9.68
2000,1.65,14.9
2000,2.93,13.57
2000,1.6,11.24
2000,2.19,11.73
2000,2.06,4.84
2000,2.25,14.66
2000,2.23,14.35
2000,1.99,13.63
2000,2.34,14.52
2000,1.69,14.76
2000,2.08,1.17
2000,2.41,4.41
2000,1.39,8.15
2000,3.57,12.4
2000,1.88,27.93
2000,2,15.54
2000,3.62,38.27
2000,2.04,8.28
2000,2.26,12.85
2000,1.75,17.38
2000,1.92,1.67
2000,1.45,7.87
2000,1.67,7.21
2000,1.48,9.49
2000,1.97,16.23
2000,2.37,26.91
2000,2.08,6
2000,2.43,8.66
2000,2.23,76.6
2000,2.95,45
2000,1.76,15
2000,2.74,27.74
2000,4.56,6.12
2000,2.85,64.41
2000,1.77,9.24
2000,3.53,17.67
2000,2.17,6.17
2000,1.78,12.1
2000,2.36,3.87
2000,2.18,4.31
2000,2.01,5.21
2000,2.18,36.26
2000,2.21,11.45
2000,2.05,8.25
2000,1.95,16.2
2000,2.43,8.05
2000,2.06,21.98
2000,2.3,6.74
2000,1.31,6.31
2000,2.34,23.53
2000,1.55,11.65
2000,1.94,18.27
2000,2.7,10.6
2000,2.2,14.17
2000,4.01,17.28
2000,2.54,105.07
2000,1.79,10.68
2000,1.64,13.73
2000,1.48,13.54
2000,1.95,10.06
2000,1.5,5.93
2000,1.45,3.58
2000,2.34,22.34
2000,1.7,5.34
2000,1.21,9.54
2000,1.37,8.51
2000,2.68,14.95
2000,2.13,4.34
2000,1.13,8.63
2000,1.27,4.22
2000,2.04,4.18
2000,2.74,11.65
2000,1.09,7.3
2000,1.55,9.59
2000,1.76,8.23
2000,1.16,7.73
2000,3.16,2
2000,2.1,16.01
2000,2.96,12.79
2000,2.09,18.8
2000,2.75,19.71
2000,2.05,21.06
2000,2.08,37.19
2000,2.46,16.3
2000,2.88,10.1
2000,2.22,11.38
2000,2.54,9.41
2000,3.49,11.2
2000,2.64,10.44
2000,1.81,10.21
2000,1.77,9.86
2000,1.29,9.58
2000,3.05,21.29
2000,2.62,7.42
2000,3.01,18.4
2000,2.29,26.55
2000,2.83,12.8
2000,4.32,6.38
2000,2.43,26.77
2000,2.1,11.44
2000,2.02,12.84
2000,1.9,16.61
2000,2.81,21.71
2000,2.03,12.51
2000,2.64,12.16
2000,3.03,6.88
2000,3.55,46.67
2000,2.55,35.7
2000,2.12,9.41
2000,1.29,11.31
2000,1.14,3.64
2000,2.66,10.12
2000,2.26,12.97
2000,2.07,4.82
2000,2.41,4.48
2000,2.16,34.15
2000,2.06,10.45
2000,2.79,20.41
2000,1.89,1.36
2000,2.72,76.49
2000,2.62,15.49
2000,2.9,10.03
2000,1.68,3.8
2000,1.79,9.2
2000,3.17,6.01
2000,1.91,13.9
2000,1.74,9.56
2000,1.05,2.71
2000,1.88,9.61
2000,2.1,27.01
2000,2.21,9.59
2000,2.67,24.66
2000,3.01,82.16
2000,2.93,13.73
2000,2.09,12.61
2000,2.41,27.35
2000,2.7,9.48
2000,2.74,15.01
2000,1.57,5.42
2000,3.7,28.03
2000,1.51,8.61
2000,2.27,4.01
2000,2.77,6.38
2000,2.64,57.45
2000,1.4,9.36
2000,3.11,7.32
2000,2.16,20.72
2000,1.61,6.33
2000,3.36,42.08
2000,2.42,21.8
2000,1.28,7.53
2000,1.73,29.17
2000,2.56,18.35
2000,2.53,9.71
2000,2.25,24.51
2000,1.94,9.3
2000,2.64,12.96
2000,2.03,27.31
2000,2.27,5.12
2000,2.78,9.87
2000,2.61,23.72
2000,3.58,7.51
2000,1.8,11.14
2000,1.64,16.51
2000,2.43,7.27
2000,1.82,14.98
2000,1.83,11.55
2000,1.78,12.7
2000,1.71,5.42
2000,1.6,13.78
2000,2.13,6.44
2000,2.22,7.66
2000,2.33,31.54
2000,2.04,6.29
2000,2.1,5.78
2000,2,18.68
2000,1.83,11.47
2000,2.13,22.1
2000,1.55,12.61
2000,2.12,17.61
2000,2.24,7.26
2000,2.36,18.88
2000,2.2,8.28
2000,1.89,11.46
2000,2.2,10.92
2000,2.59,10.72
2000,2.34,11.67
2000,1.74,4.98
2000,2.26,15.16
2000,2.44,7.68
2000,1.92,7.91
2000,2.73,21.02
2000,2.95,19.73
2000,3.24,2.2
2000,2.36,8.64
2000,1.38,0.52
2000,2.49,3.16
2000,2.85,7.22
2000,2.08,11.02
2000,2.04,4.45
2000,2.65,12.59
2000,2.37,10.86
2000,2.3,14.88
2000,4.81,8.58
2000,2.45,9.63
2000,1.47,14.92
2000,2.64,6.95
2000,2.3,8.43
2000,2.24,16.41
2000,2.01,20.07
2000,1.26,10.31
2000,2.26,10.8
2000,2.26,12.8
2000,2.69,7.3
2000,2.36,13.4
2000,2,19.27
2000,2.37,10.32
2000,1.98,19.95
2000,2.32,9.85
2000,2.23,10.93
2000,1.92,23.83
2000,1.84,25.19
2000,1.43,9.04
2000,1.8,28.09
2000,1.31,9.63
2000,3.42,19.51
2000,2.09,18.98
2000,2.38,10.87
2000,1.92,12.7
2000,3.19,9.49
2000,1.96,22.89
2000,2.33,22.65
2000,3.38,24.21
2000,2.3,15.59
2000,2.4,25.68
2000,2.79,22.39
2000,3.43,24.01
2000,3.93,23.43
2000,1.91,15.49
2000,3.43,24.18
2000,1.63,16.37
2000,1.62,9.4
2000,2.16,11.08
2000,2.34,15
2000,2.21,13.14
2000,1.33,3.64
2000,1.41,15.31
2000,1.98,8.52
2000,2.3,27.13
2000,2.46,28.51
2000,2.89,13.97
2000,2.88,5
2000,1.77,12.06
2000,2.14,11.31
2000,2.06,13.28
2000,1.54,13.9
2000,1.79,6.37
2000,3.95,10
2000,4.07,20.6
2000,3.36,131.77
2000,2.82,16.36
2000,3.44,20.71
2000,1.83,5
2000,3.14,6.05
2000,2.35,2.44
2000,3.64,19.7
2000,2.84,72.08
2000,1.48,5.6
2000,2.86,86.65
2000,1.08,3.86
2000,2.46,55.21
2000,3.11,110.33
2000,3.14,5.34
2000,2.29,11.86
2000,1.67,7.99
2000,1.27,14.51
2000,1.39,15.12
2000,2.44,9.46
2000,1.4,14.72
2000,1.04,11.85
2000,1.77,15.18
2000,3.61,12.63
2000,2.77,15.3
2000,2.44,17.29
2000,2.44,19.35
2000,2.16,16.11
2000,2.42,5.93
2000,2,15.4
2000,3.81,4.74
2000,2.97,7.66
2000,2.01,7.57
2000,2.73,26.01
2000,1.94,4.65
2000,2.33,9.56
2000,2.07,4.84
2000,1.85,11.27
2000,2.97,31.66
2000,2.25,6.93
2000,2.52,16.39
2000,2.51,14.43
2000,1.56,13.92
2000,2.25,15.64
2000,3.41,24.14
2000,2.61,6.68
2000,2.38,16.7
2000,1.82,10.51
2000,2.82,12.76
2000,2.32,9
2000,1.34,7.71
2000,1.47,2.63
2000,2.34,4.96
2000,2.15,9.77
2000,3.22,12.63
2000,1.75,8.22
2000,2.41,9.35
2000,1.91,11.89
2000,2.28,11.83
2000,2.88,45.1
2000,2.04,9.6
2000,1.66,13.44
2000,2.21,18.12
2000,2.21,5.34
2000,1.99,37.95
2000,2.26,17.35
2000,2.56,2.04
2000,1.74,8.42
2000,2.38,7.35
2000,2.45,5.73
2000,1.61,10.19
2000,2.32,64.18
2000,2.52,24.13
2000,1.9,6.38
2000,2.19,6.83
2000,2.68,4.6
2000,1.22,13.11
2000,1.89,9.8
2000,1.9,19.08
2000,2.38,13.61
2000,1.78,14.68
2000,1.75,16.48
2000,2.45,23.76
2000,2.54,11.71
2000,2.37,9.32
2000,3.41,19.26
2000,2.93,10.85
2000,2.31,10.37
2000,1.86,4.95
2000,2.68,6.66
2000,2.76,9.2
2000,1.97,15.67
2000,2.82,6.47
2000,1.25,1.23
2000,2.52,14.6
2000,1.87,11.47
2000,2.18,17.12
2000,2.04,10
2000,2.17,21.49
2000,1.73,12.44
2000,1.52,5.8
2000,2.16,6.79
2000,1.89,12.17
2000,2.33,3.29
2000,2.36,12.93
2000,2.33,6
2000,3.02,12.23
2000,2.32,14.99
2000,2.38,10.86
2000,2.41,10.52
2000,2.93,33.95
2000,3.15,38.14
2000,2.16,13.33
2000,1.42,17.35
2000,2.22,19.94
2000,2.64,42.81
2000,3.12,17.19
2000,1.98,11.21
2000,1.58,11.74
2000,2,23.34
2000,1.93,12.32
2000,2.47,28.37
2000,1.68,15.2
2000,1.17,7.74
2000,2.52,8.66
2000,2.36,6.48
2000,2.52,11.09
2000,2.18,8.44
2000,2.3,11.73
2000,2.19,4.87
2000,1.63,7.2
2000,2.53,16.11
2000,2.02,18.17
2000,2.21,6.23
2000,2.42,11.13
2000,1.26,8.25
2000,1.73,6.11
2000,2.67,6.06
2000,2.02,33.77
2000,2.37,66.31
2000,1.84,19.21
2000,2.56,12.73
2000,1.76,6.66
2000,2.1,7.24
2000,2.25,6.28
2000,1.62,17.61
2000,2.79,19.12
2000,3.13,5.33
2000,2.16,7.4
2000,1.35,4.32
2000,1.78,12.38
2000,3.02,12.31
2000,1.94,6.61
2000,2.47,21.07
2000,2.14,10.16
2000,2.09,11.55
2000,1.84,23.59
2000,3.05,5.91
2000,2.34,6.47
2000,2.74,5.98
2000,1.41,11.15
2000,2.32,23.82
2000,1.9,14.23
2000,2.15,14.4
2000,2.86,2.77
2000,1.86,6.82
2000,1.52,15
2000,2.63,11.37
2000,1.81,15.91
2000,2.19,12.18
2000,2.28,7.42
2000,1.45,11.68
2000,2.02,9.4
2000,2.63,14.19
2000,2.8,72.63
2000,2.17,10.21
2000,1.73,15.79
2000,1.51,9.52
2000,1.89,7.88
2000,1.46,2.82
2000,1.77,9.94
2000,2.4,9.98
2000,2.25,23.07
2000,2.77,24.73
2000,3.12,4.71
2000,3.06,33.34
2000,2.47,8.13
2000,3.61,3.89
2000,2.4,2.75
2000,2.5,24.2
2000,2.43,7.92
2000,2.52,4.05
2000,3.05,4.09
2000,2.3,11.76
2000,1.74,10.12
2000,1.49,2.15
2000,1.97,8.24
2000,1.65,5
2000,1.38,2.75
2000,1.66,10.76
2000,3.2,19.19
2000,2.56,18.12
2000,2.18,27.71
2000,3.73,6.27
2000,1.24,10.23
2000,1.43,8.38
2000,2.24,9.7
2000,2.09,8.66
2000,2.22,27.8
2000,2.44,8.2
2000,2.62,4.96
2000,1.68,5
2000,2.04,22.12
2000,1.63,7.72
2000,2.17,5.92
2000,1.67,12.62
2000,1.9,25.72
2000,2.53,5.75
2000,2.82,5.44
2000,2.93,80.39
2000,1.86,19.02
2000,2.37,19.58
2000,2.67,20.05
2000,1.58,1.36
2000,1.06,7.29
2000,1.47,5.78
2000,1.84,11.07
2000,4.09,7.11
2000,2.15,15.74
2000,3.27,5.5
2000,0.95,4.74
2000,2.09,12.85
2000,1.05,8.88
2000,2.49,15.76
2000,3.65,10.83
2000,1.84,4.47
2000,2.3,14.01
2000,2.81,8.37
2000,2.87,57.78
2000,2.06,12.25
2000,2.17,11.65
2000,2.11,7.17
2000,2.42,8.18
2000,2.04,10.91
2000,2.94,14.72
2000,1.56,29.19
2000,1.99,4.24
2000,2.66,67.42
2000,2.29,5.25
2000,2.4,29.26
2000,2.31,29.41
2000,2.99,10.39
2000,2.11,5.42
2000,2.4,14.93
2000,1.99,11.86
2000,2.7,20.22
2000,2.1,26.73
2000,2.78,25.88
2000,1.76,2.48
2000,2.42,5.61
2000,1.75,13.62
2000,1.8,23.91
2000,1.82,23.48
2000,1.86,13.58
2000,2.33,7.76
2000,1.36,4.78
2000,1.25,4.58
2000,2.22,11.26
2000,1.55,12.73
2000,2.48,10.06
2000,2.47,87.99
2000,2.65,13.07
2000,2.7,4.17
2000,2.32,37.83
2000,1.4,7
2000,2.8,3.83
2000,1.05,5.84
2000,2.28,56.41
2000,2.46,11.19
2000,2.22,25.39
2000,2.25,9.5
2000,2.06,13.27
2000,3.57,10.75
2000,1.88,14.07
2000,1.71,22.1
2000,2.55,12.98
2000,1.93,7.34
2000,1.43,8.41
2000,1.18,7.91
2000,2.63,6
2000,1.68,8.52
2000,2.13,5.68
2000,1.51,10.1
2000,2.58,32.88
2000,1.27,8.08
2000,3.57,13.08
2000,2.68,20.21
2000,2.41,11.37
2000,3.45,8.59
2000,1.53,7.38
2000,1.52,3.67
2000,2.32,12.12
2000,1.28,7.7
2000,1.46,5.11
2000,1.83,5.82
2000,1.98,15.35
2000,2.2,3.98
2000,1.81,2.69
2000,2.5,31
2000,1.8,8.55
2000,1.27,6.3
2000,1.75,5.94
2000,2.15,3.79
2000,2.26,57.49
2000,1.22,7.03
2000,1.97,8
2000,1.91,2.13
2000,1.92,5.62
2000,3.04,5.76
2000,1.44,7.88
2000,2.27,4.94
2000,1.65,8.73
2000,2.43,12.75
2000,1.41,12.04
2000,2.5,16.72
2000,1.73,11.31
2000,1.7,6.12
2000,0.98,0.82
2000,1.39,11.76
2000,2.53,21.8
2000,1.82,19.6
2000,1.58,12.38
2000,2.22,19.74
2000,1.39,6.84
2000,1.9,6.91
2000,1.81,13.41
2000,1.76,5.47
2000,2.41,11.63
2000,1.33,14.49
2000,2.03,3.02
2000,2.12,5.04
2000,2.84,12.85
2000,1.84,17.81
2000,2.63,17.75
2000,2.58,5.36
2000,2.45,63.61
2000,2.45,13.2
2000,2.27,22.78
2000,2.16,14
2000,2.52,10.32
2000,2.19,6.97
2000,2.33,11.72
2000,2.09,7.42
2000,1.48,8.37
2000,1.64,8.13
2000,2.04,31.82
2000,2.73,8.49
2000,2.35,7.55
2000,2.46,8.27
2000,1.14,10.9
2000,2.5,1.27
2000,1.8,14.82
2000,2.07,18.9
2000,1.99,11.83
2000,3.1,31.48
2000,2.55,2.27
2000,1.71,14.39
2000,1.73,4.47
2000,2.12,14.36
2000,1.9,14.31
2000,2.74,11.4
2000,2.5,7.38
2000,1.92,12.57
2000,2.21,10
2000,2.67,65.37
2000,1.59,6.48
2000,2.17,61.36
2000,1.59,17.31
2000,1.6,5.44
2000,1.4,11.63
2000,2.02,7.65
2000,2.01,9.61
2000,1.92,16.44
2000,2.2,3.86
2000,3.24,22.62
2000,2.1,18.39
2000,1.43,8.82
2000,2.37,10.16
2000,2.32,42.49
2000,1.92,7.54
2000,1.71,8.01
2000,3.02,2.43
2000,2.06,14.01
2000,1.06,10.54
2000,1.94,4.37
2000,2,17.97
2000,1.91,5.27
2000,2.29,10.43
2000,2.21,22.72
2000,1.04,5.29
2000,2.12,5.45
2000,2.47,23.47
2000,2.15,4.81
2000,2.34,13.97
2000,1.88,4.36
2000,1.92,12.48
2000,2.38,9.94
2000,1.64,19.5
2000,2.01,6.77
2000,1.95,19.08
2000,1.81,17.6
2000,1.7,2.34
2000,2.79,25.35
2000,2.22,8.41
2000,1.75,34.21
2000,3.02,117.77
2000,2.97,23.36
2000,2.23,10.4
2000,2.53,13.55
2000,2.37,13.63
2000,2.52,9.65
2000,1.72,6.8
2000,2.47,3.95
2000,2.1,9.72
2000,1.61,7.7
2000,2.31,45.67
2000,1.76,3.99
2000,2.64,9.89
2000,2.78,8.32
2000,2.15,10.33
2000,2.49,46.94
2000,2.51,12.13
2000,2.2,19.69
2000,1.71,24.97
2000,1.61,6.2
2000,2.02,14.41
2000,1.45,15.82
2000,2.03,9.33
2000,1.07,9.21
2000,2.64,72.6
2000,2.9,64.69
2000,2.75,2.45
2000,1.69,6.34
2000,3.04,15
2000,2.21,27.52
2000,2.31,10.74
2000,2.53,11.24
2000,1.72,12.78
2000,2.79,24.04
2000,1.68,17.82
2000,1.19,9.81
2000,2.18,14.68
2000,1.96,25.91
2000,1.98,13.38
2000,1.87,15.93
2000,2.03,5.32
2000,2.32,15.1
2000,2.66,12.8
2000,2.05,19.28
2000,1.95,14.13
2000,1.61,14.75
2000,2.5,9.63
2000,2.67,7.43
2000,1.69,19.71
2000,2.45,69.59
2000,2.87,8.22
2000,1.72,5.14
2000,1.58,13.15
2000,1.82,11.86
2000,1.99,16.43
2000,2.16,6.86
2000,1.39,16.3
2000,2.11,28.72
2000,1.61,6.03
2000,2.29,12.08
2000,2.08,11.57
2000,1.63,8.3
2000,1.47,6.63
2000,2.65,5.66
2000,1.67,9.51
2000,2.17,15.41
2000,2.17,28.13
2000,2.03,22.67
2000,2.77,3.52
2000,2.03,4.59
2000,1.88,4.71
2000,2.19,9.53
2000,2.8,6.14
2000,1.74,8.72
2000,2.35,16
2000,2.29,21.57
2000,2.29,8.22
2000,2.28,4.63
2000,2.77,60.72
2000,2.42,3.34
2000,2.12,12.53
2000,2.16,16.28
2000,1.21,2.04
2000,2.35,7.94
2000,1.95,15.07
2000,2.58,28.44
2000,3.1,67.75
2000,2.29,11.31
2000,2.26,17.43
2000,2.13,6.86
2000,1.74,12.12
2000,1.11,3.26
2000,2.29,43.98
2000,1.58,5.23
2000,1.87,23.83
2000,2.09,12.52
2000,1.44,12.21
2000,1.88,20.57
2000,2.47,12.89
2000,2.04,14.74
2000,2.03,23.27
2000,1.94,10.95
2000,4.15,69.33
2000,1.88,9.87
2000,0.64,9.04
2000,0.99,1.8
2000,1.35,2.15
2000,3.7,8.3
2000,1.75,3.86
2000,1.99,13.4
2000,2.03,15.49
2000,2.43,15.81
2000,2.59,7.57
2000,1.25,10.61
2000,2.06,10.98
2000,2.23,11.28
2000,1.66,5.92
2000,1.67,22.15
2000,2.48,11.62
2000,2.74,3.59
2000,2.17,8.28
2000,2.17,8.89
2000,4.45,16.6
2000,2.03,6.82
2000,2.17,9.98
2000,2.17,9.31
2000,1.77,8.84
2000,3.31,4.94
2000,1.74,4.89
2000,2.46,22.87
2000,1.77,5.72
2000,2.44,4.97
2000,3.23,8.32
2000,1.2,4.17
2000,2.3,21.97
2000,2.4,42.06
2000,4.27,14.09
2000,2.55,12.25
2000,1.57,15.36
2000,2.18,13.57
2000,1.24,13.93
2000,2.26,9.16
2000,1.76,17.62
2000,1.97,1.8
2000,1.86,15.77
2000,1.46,6.4
2000,2.36,7.69
2000,1.76,16.76
2000,1.31,7.07
2000,1.36,8.75
2000,2.46,11.45
2000,1.76,16.52
2000,1.77,7.25
2000,1.94,12.18
2000,2.32,14.53
2000,0.98,13.51
2000,2.15,9.55
2000,1.91,5.95
2000,2.21,10.41
2000,2.55,11.07
2000,2.58,9.46
2000,1.62,6.47
2000,2.42,17.96
2000,2.93,4.85
2000,1.8,6.17
2000,2.37,14.01
2000,2.11,21.33
2000,3.15,41.43
2000,1.93,5.67
2000,2.69,30.23
2000,2.5,7.74
2000,2.56,15.45
2000,1.94,6.73
2000,1.83,14.82
2000,3.46,8.3
2000,2.72,79.74
2000,2.08,5.89
2000,2.31,10.8
2000,1.66,25.41
2000,1.16,4.03
2000,4.31,26.38
2000,3.3,147.33
2000,1.85,14.64
2000,2,25.19
2000,3.61,103.32
2000,1.83,9.58
2000,1.95,4.42
2000,2.51,19.92
2000,2.42,16.35
2000,1.63,8.26
2000,1.28,16.91
2000,2.67,17.3
2000,2.27,11.43
2000,1.93,26.33
2000,1.93,11.43
2000,2.22,12.92
2000,1.89,14.68
2000,3.49,11.37
2000,2.7,33.53
2000,1.66,16.08
2000,1.59,17.95
2000,1.94,14.06
2000,1.76,10.63
2000,2.05,7.13
2000,2.27,21.72
2000,1.88,32.8
2000,2.53,6.1
2000,3.19,107.34
2000,2.78,24.69
2000,3.64,70.31
2000,2.94,18.78
2000,2.33,4.16
2000,2.39,8.3
2000,4.05,3.93
2000,2.42,10.41
2000,2.02,14.28
2000,2.63,8.02
2000,2.8,14.5
2000,1.54,13.14
2000,2.79,21.8
