地震時間,規模,深度
2000,1.8,15.99
2000,2,7
2000,1.69,7.11
2000,2.41,6
2000,2.52,6.01
2000,3.14,13.36
2000,2.24,10.74
2000,2.85,38.87
2000,2.81,5.99
2000,2.85,26.52
2000,2.15,12.27
2000,2,10.36
2000,2.31,16.37
2000,2.74,4.35
2000,3.01,109.93
2000,2.52,15.37
2000,2.14,13
2000,2.41,19.78
2000,2.25,6.01
2000,2.22,5.91
2000,2.2,16.72
2000,2.58,29.04
2000,1.43,14.48
2000,2.16,23.51
2000,2.24,12.25
2000,2.44,5.99
2000,3.59,9.29
2000,3.49,28.09
2000,1.9,5.25
2000,3.08,9.06
2000,2.61,12.1
2000,1.87,8.51
2000,2.4,4.64
2000,2.47,16.86
2000,2.68,1.28
2000,2.43,13.42
2000,3.88,10.53
2000,2.18,10.57
2000,2.48,6.1
2000,2.38,8.48
2000,2.85,14.43
2000,2.42,12.1
2000,3.47,74.26
2000,4.62,18.66
2000,2.89,4.53
2000,2.41,10.03
2000,3.83,17.63
2000,2.05,3.4
2000,3.19,26.71
2000,2.46,6.56
2000,5.57,27.48
2000,2.24,9.55
2000,2.61,11.98
2000,2.48,18.89
2000,2.74,5.91
2000,2.72,5.77
2000,3.24,3.79
2000,3.06,12.17
2000,2.67,5.17
2000,2.48,5.5
2000,3.39,12.18
2000,2.5,19.89
2000,2.78,6.25
2000,2.74,6.81
2000,2.78,8.86
2000,2.32,5.73
2000,2.07,10.66
2000,1.94,6.62
2000,2.44,12.21
2000,3.08,13
2000,2.59,13
2000,3.25,8.32
2000,2.02,10.76
2000,2.56,6.6
2000,2.71,9.35
2000,2.35,21.87
2000,1.78,7
2000,2.42,4.7
2000,2.3,22.52
2000,2.05,6.76
2000,2.4,15.49
2000,2.54,3.91
2000,1.85,5.25
2000,2.28,6.41
2000,1.81,10.93
2000,2.3,17.76
2000,1.93,13.96
2000,1.73,6.26
2000,1.99,7.28
2000,3.51,4.74
2000,1.6,13.81
2000,1.44,19.79
2000,2.8,11.47
2000,2,27.06
2000,1.69,21.19
2000,0.95,13.59
2000,3.21,4.34
2000,2.5,8.43
2000,2.77,5.3
2000,1.83,10.7
2000,2.52,55.72
2000,2.3,28.09
2000,2.02,18.6
2000,2.55,6.31
2000,2.3,6.91
2000,2.32,8.82
2000,3.27,1.27
2000,2.64,4.12
2000,3.29,5.61
2000,2.67,4.37
2000,1.54,5.65
2000,2.74,9.25
2000,4.81,4.06
2000,2.55,65.99
2000,1.83,9.71
2000,3.11,7.7
2000,1.83,9.89
2000,1.97,10.21
2000,1.97,16.23
2000,2.23,16.55
2000,2.07,20.56
2000,3.06,20.52
2000,2.04,16.02
2000,3.14,9.25
2000,2.18,5.71
2000,2.16,9.53
2000,2.28,5.24
2000,1.69,8.11
2000,3.07,13.02
2000,2.04,16.75
2000,1.44,2.41
2000,2.35,26.12
2000,1.75,14.92
2000,2,11.43
2000,1.63,16.09
2000,1.69,12.6
2000,2.05,10.17
2000,2.2,6.55
2000,1.94,12.63
2000,2.25,13.36
2000,2.76,14.54
2000,2.55,7.51
2000,1.98,19.13
2000,2.25,6.06
2000,1.74,21.86
2000,2.37,12.31
2000,1.65,14.82
2000,1.83,14.34
2000,2.08,24.97
2000,2.52,14.5
2000,2.73,4.84
2000,2.63,10.23
2000,1.89,14.66
2000,1.63,9.52
2000,2.05,8.42
2000,3.22,1.41
2000,1.9,6.04
2000,2.19,4.49
2000,2.11,10.64
2000,3.25,23.12
2000,2.67,21.96
2000,2.12,8.84
2000,2,6.46
2000,1.88,10.63
2000,2.9,17.01
2000,1.9,10.11
2000,1.77,13.45
2000,1.61,12.85
2000,2.37,12.14
2000,2.17,12.32
2000,2.47,96.95
2000,2.67,27.27
2000,1.68,2.51
2000,2.17,10.36
2000,2.22,10.46
2000,2.11,22.77
2000,1.38,7.55
2000,2.36,11.17
2000,2.04,8.45
2000,1.79,12.58
2000,1.28,5.86
2000,1.91,7.65
2000,2.24,7.86
2000,2.37,13.79
2000,1.77,10.82
2000,3.51,14.02
2000,3.02,9.19
2000,2.86,11.3
2000,2.61,7.09
2000,2.39,12.42
2000,2.41,5.81
2000,1.77,12.52
2000,2.84,1.34
2000,2.9,10.6
2000,2.89,8.18
2000,2.04,9.85
2000,1.13,3.6
2000,2.99,12.57
2000,3.08,11.33
2000,2.89,12.94
2000,2.05,5.12
2000,1.32,12.79
2000,2.14,14
2000,1.69,7.4
2000,1.59,9.65
2000,2.03,12.68
2000,1.95,14.81
2000,2.45,12.8
2000,1.92,10.39
2000,1.66,12.9
2000,1.53,10.63
2000,3.22,2.33
2000,1.85,8.65
2000,1.67,10.32
2000,1.41,10.04
2000,2.72,6.75
2000,1.19,11.2
2000,1.36,12.36
2000,1.62,12.48
2000,1.46,11.64
2000,1.38,7.87
2000,2.1,13.87
2000,1.17,11.23
2000,1.58,17.64
2000,2.29,6.82
2000,1.35,9.33
2000,1.89,10.22
2000,1.86,15.33
2000,1.88,11.7
2000,3.35,5.05
2000,1.63,14.49
2000,2.03,12.92
2000,1.62,10.16
2000,4.01,7.37
2000,1.41,10.56
2000,2.13,7.47
2000,1.78,7.5
2000,1.77,6.19
2000,3.52,5.22
2000,1.54,8.92
2000,1.64,12.68
2000,2.03,11.85
2000,2.14,9.97
2000,1.8,10.54
2000,2.35,6.94
2000,2.42,12.68
2000,1.92,13.31
2000,2.91,5.94
2000,4.55,14.22
2000,2.37,8.94
2000,4.42,10.96
2000,2.11,8.1
2000,1.7,9.05
2000,1.98,10.36
2000,2.56,11.01
2000,2.58,10.34
2000,2.02,10.75
2000,3.47,69.15
2000,3.86,69.18
2000,1.92,12.8
2000,2.94,11.13
2000,1.58,5.38
2000,1.84,70.18
2000,1.74,9.45
2000,2.06,12.01
2000,2.14,15.19
2000,1.63,12.66
2000,2.24,12.01
2000,2.32,12.63
2000,3.33,3.04
2000,1.91,9.82
2000,2.02,7.34
2000,2.44,7.26
2000,2.08,9.62
2000,1.14,11.6
2000,2.41,4.41
2000,1.51,16.75
2000,3.28,6.46
2000,2.02,6.91
2000,2.97,6.35
2000,1.43,7.15
2000,2.62,7.6
2000,1.74,8
2000,2.56,5.39
2000,2.95,110.42
2000,3.63,9.91
2000,1.92,8.09
2000,1.98,10.56
2000,1.39,10.53
2000,1.72,7.02
2000,2.39,11.45
2000,1.85,15.71
2000,2.44,7.83
2000,3.08,9.11
2000,4.27,20.57
2000,1.92,12.04
2000,1.56,10.92
2000,2.34,6.52
2000,1.5,5.09
2000,1.3,9.8
2000,1.66,8.09
2000,1.97,11.3
2000,1.76,11.71
2000,1.92,13.4
2000,1.97,12.96
2000,2.44,9.36
2000,2.65,6.44
2000,2.83,6.22
2000,2.71,7.1
2000,2.09,15.18
2000,2.01,9.6
2000,1.68,15.23
2000,1.95,8.41
2000,2.84,12.23
2000,3.99,6.56
2000,2.88,9.42
2000,2.4,10.5
2000,2.91,10.53
2000,3.01,8.18
2000,4.2,10.25
2000,3.2,9.59
2000,1.84,4.16
2000,1.84,11.9
2000,2.11,13
2000,1.61,7.29
2000,2.15,6.3
2000,2.76,6.83
2000,1.61,6.3
2000,2.32,14.29
2000,1.29,11.53
2000,2.55,5.85
2000,2.14,8.11
2000,1.58,7.41
2000,2.72,11.35
2000,1.97,6.25
2000,1.9,8.32
2000,1.78,24.08
2000,3.09,6.68
2000,1.59,7.68
2000,1.5,10.19
2000,1.43,7.01
2000,3.55,12.47
2000,3.86,6.85
2000,1.65,13.86
2000,2.22,7.94
2000,2.55,10.04
2000,1.86,12.4
2000,1.96,11.54
2000,1.9,6.92
2000,1.22,5.8
2000,1.72,9.9
2000,1.62,6
2000,1.88,13.99
2000,1.69,10.19
2000,1.54,8.58
2000,1.5,9.69
2000,1.99,12.68
2000,1.8,9.71
2000,1.94,12.82
2000,1.74,5.48
2000,1.72,14.06
2000,1.76,8.49
2000,2.92,6.32
2000,2.65,12.12
2000,1.56,10.24
2000,1.6,10.48
2000,2.11,13.65
2000,2.7,8.44
2000,2.7,11.2
2000,3.47,10.23
2000,2.57,10.18
2000,2.5,6.53
2000,3.58,7.22
2000,2.13,45.51
2000,1.81,8.1
2000,2.06,4.21
2000,2.17,5.5
2000,1.81,8.13
2000,2.08,14.02
2000,2.69,13.1
2000,3.08,5.83
2000,3.07,13.92
2000,3.49,6.4
2000,3.62,5.8
2000,3.82,83.69
2000,3.35,6.18
2000,1.79,6.94
2000,2.76,113.72
2000,2.04,8.5
2000,2.02,7.31
2000,1.74,8.06
2000,1.82,10.07
2000,1.93,7.33
2000,2.44,7.31
2000,2.95,9.55
2000,2.69,6.71
2000,2.47,6.02
2000,1.88,6.37
2000,2.04,10.28
2000,2.87,5.09
2000,4.51,8.97
2000,3.24,10.46
2000,3.39,10.49
2000,4.92,6.42
2000,2.5,6.78
2000,1.71,15.45
2000,1.86,6.65
2000,2.93,6.54
2000,3.69,21.73
2000,2.2,5.66
2000,2.14,5.59
2000,2.65,7.29
2000,3.19,6.2
2000,3.35,18.54
2000,3.09,10.72
2000,1.73,11.06
2000,2.18,11.94
2000,3.34,3.49
2000,1.91,11.24
2000,3.97,4.27
2000,4.54,6.1
2000,1.97,5.68
2000,1.83,7.56
2000,1.96,12.37
2000,2.25,7.6
2000,1.99,10.76
2000,3.03,5.5
2000,1.37,14.6
2000,1.65,10.87
2000,1.29,12.63
2000,2.14,14.78
2000,2.04,10.13
2000,1.93,12.89
2000,2.37,5.8
2000,2.48,13.59
2000,1.44,6.4
2000,1.7,12.92
2000,3.03,11.07
2000,2.37,11.36
2000,2.95,86.99
2000,1.71,11.31
2000,3.62,11.51
2000,2.69,11.17
2000,3.03,11.7
2000,1.8,1.99
2000,2.57,3.81
2000,1.37,13.27
2000,1.61,5.39
2000,1.96,7.82
2000,1.42,10
2000,2.16,20.55
2000,3.88,21.73
2000,2.17,16.59
2000,1.98,9.84
2000,1.34,3
2000,1.65,7.02
2000,1.86,5.95
2000,1.06,2
2000,1.47,7.4
2000,1.48,7.86
2000,2.31,12.49
2000,2.63,8.58
2000,2.1,10.86
2000,2.4,10.66
2000,2.16,15.43
2000,2.1,13.97
2000,2.14,7.23
2000,3.07,6.25
2000,2.02,2.38
2000,3.27,6.12
2000,2.21,5.34
2000,2.35,7.76
2000,2.76,10.64
2000,2.11,26.13
2000,1.84,13.54
2000,2.57,32.07
2000,2.64,7.66
2000,1.31,10.39
2000,3.14,9.86
2000,1.89,6.55
2000,2.13,9.39
2000,2.9,4.08
2000,3.12,9.34
2000,3.9,10.93
2000,2.35,15.25
2000,2.32,14.39
2000,1.91,9.75
2000,3.14,9.08
2000,3.33,7.46
2000,2.26,6.59
2000,2.11,31.5
2000,2.98,68.46
2000,1.81,4.53
2000,3.1,23.71
2000,2.98,67.83
2000,3.69,5.68
2000,1.43,5.38
2000,1.77,13.44
2000,1.93,8.76
2000,2.4,46.4
2000,2.71,23.67
2000,3.61,33.01
2000,2.46,13.52
2000,2.35,2.23
2000,1.45,13.27
2000,2.14,3.58
2000,1.18,5
2000,2.6,9.31
2000,1.88,19.7
2000,2.51,9.72
2000,2.53,4.93
2000,1.88,10.67
2000,2.24,5.63
2000,2.05,4.29
2000,1.91,15.23
2000,1.46,6.26
2000,3.42,8.61
2000,2.51,11.36
2000,1.75,7.42
2000,1.6,15.53
2000,2.24,21.79
2000,1.88,12.86
2000,2.29,7.17
2000,0.89,8.52
2000,2.01,9.75
2000,1.76,11.26
2000,1.23,3.16
2000,2.33,11.17
2000,1.34,9.49
2000,1.85,4.87
2000,1.74,12.52
2000,2.37,32.71
2000,2.05,13.36
2000,2.24,1.64
2000,2.11,25.13
2000,3.39,13.77
2000,2.17,15.79
2000,2.03,9.99
2000,1.9,9.25
2000,3.18,8.27
2000,2.06,3.27
2000,2.26,14.09
2000,2.99,4.52
2000,1.69,7.09
2000,2.74,9.28
2000,3.15,9.62
2000,2.95,37.55
2000,2.52,9.48
2000,2.1,15.14
2000,2.4,10.72
2000,1.67,6.23
2000,2.26,4.71
2000,2.13,11.99
2000,2.7,10.42
2000,2.24,8.43
2000,2.21,10.9
2000,2.12,1.18
2000,1.91,13.54
2000,1.89,11.22
2000,2.19,10.94
2000,2.22,9.96
2000,1.62,14.36
2000,1.72,11.13
2000,3.36,5.67
2000,1.47,12.06
2000,2.71,6.69
2000,1.87,10.45
2000,2.39,10.12
2000,2.55,6.29
2000,2.55,40.22
2000,2.56,7.41
2000,3.07,4.62
2000,2.67,10.25
2000,2.14,8.18
2000,2.01,5.28
2000,1.91,5.83
2000,2.52,10.8
2000,2.48,14.33
2000,2.58,7.35
2000,2.4,24.89
2000,2.22,15.43
2000,1.47,11.14
2000,1.56,13.78
2000,1.29,16.41
2000,2.13,8.57
2000,1.01,18.97
2000,1.05,9.56
2000,1.17,9
2000,1.41,10.98
2000,1.99,16
2000,1.25,5.05
2000,1.81,10.79
2000,2.14,7.17
2000,1.75,27.96
2000,2.28,5.85
2000,2.27,1.24
2000,2.24,15.82
2000,1.56,11.29
2000,2.15,11.44
2000,1.77,11.16
2000,2.39,10.21
2000,2.18,39.93
2000,1.51,5.49
2000,1.41,6.78
2000,1.67,11.99
2000,1.45,8.49
2000,1.02,16.54
2000,2.62,6.1
2000,2.1,27.78
2000,1.46,15.72
2000,1.55,7
2000,1.96,11.04
2000,1.27,9.7
2000,1.58,4.1
2000,1.54,11.77
2000,2.02,11.79
2000,1.7,2.66
2000,1.63,17.7
2000,1.16,8.06
2000,1.53,10.97
2000,1.78,16
2000,1.98,10.18
2000,1.99,16.14
2000,1.97,11.44
2000,1.87,11.78
2000,1.56,10.51
2000,1.93,9.04
2000,1.68,10.11
2000,2.1,5.15
2000,1.61,5.56
2000,2.29,8.96
2000,2.54,10.36
2000,1.85,12.87
2000,1.71,7.97
2000,1.71,10.39
2000,1.93,11.1
2000,1.26,6.17
2000,2.19,9.49
2000,2.07,7.36
2000,2.77,12.69
2000,1.67,7.32
2000,1.71,8.28
2000,2.31,11.06
2000,2.87,10.8
2000,1.81,11.03
2000,3.54,8.05
2000,1.69,11.74
2000,1.77,12.73
2000,3.62,8.26
2000,1.86,11.36
2000,2.61,9.75
2000,2.08,9.3
2000,2.39,12.66
2000,1.91,8.17
2000,2.44,8.83
2000,1.92,11.19
2000,2.11,8
2000,1.93,15.08
2000,1.72,12.91
2000,1.89,9
2000,3.26,27.48
2000,3.35,10.87
2000,2.2,12.06
2000,2.07,5.34
2000,1.53,8.78
2000,2.1,7.96
2000,1.8,7.48
2000,2,6.8
2000,1.93,25.21
2000,2.42,6.22
2000,2,11.08
2000,2.23,7.09
2000,2.45,4.23
2000,2.19,11.17
2000,3.21,14.95
2000,3.19,7.55
2000,1.36,11.97
2000,3.36,3
2000,2.13,12.46
2000,3.44,115.33
2000,2.23,29.92
2000,3.35,21.89
2000,3.62,2.64
2000,1.68,13.72
2000,2.55,5.96
2000,1.43,6.51
2000,1.99,10.17
2000,2.19,15.57
2000,2.11,6.43
2000,2.51,15.97
2000,2.48,13.02
2000,1.7,8.35
2000,2.16,8.59
2000,1.28,6.3
2000,2.62,5.74
2000,1.84,9.01
2000,1.71,4.04
2000,1.39,17.42
2000,1.86,6.92
2000,1.38,7.74
2000,2.02,34.55
2000,1.91,15.11
2000,1.53,8.96
2000,1.57,8.65
2000,2.21,5.59
2000,2.12,2.2
2000,1.41,12.22
2000,2.71,39.92
2000,1.59,22.51
2000,2.02,26.98
2000,2.64,20.07
2000,2.2,34.43
2000,2.15,12.09
2000,2.14,6.65
2000,3.36,23.9
2000,1.68,8.95
2000,2.02,6.4
2000,1.94,6.82
2000,1.75,6.43
2000,1.9,8.5
2000,2.57,1.83
2000,1.86,3.88
2000,1.98,2.27
2000,1.51,13.9
2000,2.45,40.3
2000,2.7,42.95
2000,2.51,11.79
2000,2.88,4.6
2000,1.97,7.25
2000,2.09,11.04
2000,2.19,10.53
2000,2.18,13.6
2000,1.38,14.08
2000,4.13,38.97
2000,2.75,7.27
2000,2.24,18.47
2000,2.16,15.74
2000,2.25,17.6
2000,3.43,5.02
2000,2.27,1.26
2000,2.53,11.53
2000,1.72,7
2000,2.39,11.87
2000,1.6,7.84
2000,2.96,10.72
2000,2.47,24.93
2000,1.63,5.94
2000,2.7,14.07
2000,2.5,9.39
2000,2.62,22.07
2000,2.84,11.36
2000,2.86,9.63
2000,2.2,9.61
2000,2.12,5.47
2000,2.58,32.32
2000,2.12,9.15
2000,1.29,15.71
2000,2.76,21.53
2000,1.7,5.99
2000,1.48,8.26
2000,1.72,8.38
2000,1.68,3.5
2000,2.5,10.05
2000,2.58,2.53
2000,2.84,26.39
2000,2.32,27.76
2000,2.22,5.47
2000,2.68,11.36
2000,2.37,16.1
2000,3.33,27.97
2000,2.32,27.81
2000,2.01,10.71
2000,2.62,3.55
2000,2.96,30.59
2000,2.06,12.46
2000,3.07,10.59
2000,1.49,3.3
2000,1.3,7
2000,2.47,7
2000,1.9,4.68
2000,1.65,6.71
2000,1.88,5.37
2000,2.06,7.06
2000,2.62,88.52
2000,1.74,6.09
2000,2.31,7.45
2000,1.34,4.02
2000,2.63,7.39
2000,3.14,21.33
2000,1.83,6.15
2000,1.22,6.26
2000,1.93,23.31
2000,1.42,15.56
2000,1.75,18.38
2000,2.08,20.48
2000,2.22,13.22
2000,1.16,14.98
2000,1.96,10.84
2000,2.02,13.6
2000,1.69,7.5
2000,2.26,12.2
2000,1.53,6.14
2000,1.76,11.96
2000,1.2,5.01
2000,2.51,51.89
2000,2.07,5.28
2000,1.95,8.22
2000,2.31,18.93
2000,2.19,9.62
2000,2.05,10.51
2000,0.92,4.83
2000,1.32,7.9
2000,1.51,10.35
2000,1.66,14.81
2000,1.76,12.38
2000,1.4,12.04
2000,2.5,8.27
2000,1.4,8.53
2000,1.67,2.75
2000,2.3,16.01
2000,2.4,6.54
2000,1.8,16.76
2000,2.64,8.94
2000,2.29,10.53
2000,1.98,8.73
2000,1.36,7.9
2000,2.54,10.63
2000,1.91,9.35
2000,2.61,29.65
2000,2.31,8.51
2000,2.63,10.73
2000,1.95,5.91
2000,2.69,12.89
2000,2.1,10.15
2000,2.9,8.18
2000,2.32,21.26
2000,1.84,8.64
2000,2.65,19.53
2000,2.5,14.17
2000,1.86,6.94
2000,2.01,8.86
2000,3.61,82.98
2000,1.65,15.02
2000,3.06,11
2000,2.4,6
2000,2.99,1.92
2000,2.61,8.57
2000,1.91,10.69
2000,2.62,5.01
2000,2.15,11.9
2000,2.09,21.41
2000,2.37,7.27
2000,1.7,5.42
2000,1.86,19.4
2000,1.82,7.55
2000,2.44,7.19
2000,2.59,8.24
2000,3.04,7.28
2000,2.29,12.32
2000,2.67,8.33
2000,2.14,6.32
2000,1.67,11.63
2000,1.83,11.77
2000,1.58,10.7
2000,2.08,22.71
2000,1.81,5.78
2000,1.54,4.18
2000,1.66,5.99
2000,2.27,9.52
2000,1.75,5.62
2000,4.01,5.15
2000,1.69,22.29
2000,1.79,6.8
2000,1.72,11.97
2000,1.75,19.14
2000,2.57,11.68
2000,3.13,42.05
2000,3.02,9
2000,1.87,30.96
2000,2.25,13.42
2000,1.57,13.79
2000,1.99,8.47
2000,2.11,12.62
2000,1.9,24.71
2000,1.72,5.45
2000,1.72,3.21
2000,1.81,6.59
2000,2.15,6.48
2000,2.99,6.54
2000,2.07,3.49
2000,2.24,12.36
2000,2.18,18.09
2000,2.26,3.14
2000,1.92,9.9
2000,2.31,23.19
2000,1.56,11.41
2000,2.1,5.2
2000,2.26,19.11
2000,1.66,11.88
2000,1.77,6.19
2000,1.76,6.41
2000,1.6,5.93
2000,2,8.06
2000,2.52,24.54
2000,2.19,5.93
2000,2.33,9.54
2000,2.45,6.91
2000,1.72,4.28
2000,2.61,6.99
2000,2.17,11.31
2000,2.36,27.41
2000,2.27,14.39
2000,1.73,6.9
2000,1.76,10.64
2000,1.42,12.39
2000,2.21,5.22
2000,1.52,10.84
2000,2,17.37
2000,1.74,0.59
2000,2.38,18.16
2000,2.25,5.44
2000,1.52,11.44
2000,2.32,12.88
2000,2.91,25.96
2000,1.91,11.11
2000,1.35,5.52
2000,1.63,6.44
2000,2.7,12.35
2000,1.87,11.82
2000,2.88,5.56
2000,1.31,12.87
2000,2.31,9.01
2000,1.63,5.1
2000,1.46,4.22
2000,2.07,11.41
2000,1.54,7.43
2000,1.12,7.34
2000,1.35,8.46
2000,1.78,16.42
2000,1.85,10.86
2000,1.5,5.31
2000,2.08,19.84
2000,2.01,11.15
2000,2.32,10.47
2000,1.88,5.16
2000,2.85,3.4
2000,1.95,11.33
2000,2.23,4.01
2000,2,4.19
2000,1.71,22.14
2000,2.59,2.82
2000,1.55,4.14
2000,1.6,4.68
2000,2.58,6
2000,2.79,3.52
2000,3.37,8.91
2000,2.07,27.43
2000,3.27,4.93
2000,2.76,2.1
2000,1.87,4.1
2000,4.57,6.88
2000,1.62,10.35
2000,2.08,12.14
2000,1.75,11.73
2000,2.84,11.76
2000,2.34,8.71
2000,3.14,7.78
2000,2.35,11.91
2000,2.19,9.29
2000,1.99,1
2000,3.33,24.52
2000,2.18,31.6
2000,2.67,6.75
2000,2.21,6.7
2000,2.14,7.23
2000,2.78,11.09
2000,2.66,14.02
2000,2.81,4.57
2000,2.43,15.81
2000,2.89,5.15
2000,2.17,8
2000,3.9,6.78
2000,2.15,21.06
2000,1.67,10.93
2000,2.18,16.82
2000,3.38,59.78
2000,2.71,13.8
2000,3.89,13.86
2000,3.29,24.6
2000,2.03,20.99
2000,3.18,7.96
2000,2.37,51.79
2000,2.41,4.2
2000,1.48,20.83
2000,1.82,12.15
2000,2.97,7.85
2000,2.71,26.67
2000,1.86,14.71
2000,2.33,20.53
2000,2.15,7.16
2000,2,29.76
2000,3.66,45.19
2000,1.85,11.13
2000,1.5,10.95
2000,1.75,12.55
2000,2.95,24.21
2000,1.66,6
2000,1.96,10.39
2000,2.19,6.34
2000,2.18,3.74
2000,2.63,6.33
2000,2.29,3.32
2000,1.97,7.11
2000,3.11,14.19
2000,2.56,25.45
2000,2.05,12.38
2000,2.31,6.77
2000,2.49,4.91
2000,2.5,4.49
2000,2.38,8.06
2000,2.6,5.09
2000,2.32,6.8
2000,1.99,10.85
2000,1.83,4.98
2000,2.01,8
2000,2.12,3.29
2000,1.84,6.35
2000,3.06,13.01
2000,2.47,7.34
2000,3.19,14.37
2000,2.17,7.96
2000,1.86,17.44
2000,1.67,12.4
2000,1.79,13.85
2000,2.36,19.13
2000,2.08,11.07
2000,2.13,15.42
2000,4.12,15.27
2000,3.15,15.55
2000,2.38,7.82
2000,1.48,10.71
2000,2.8,7.7
2000,2.51,5.27
2000,2.07,13.12
2000,2.47,1.69
2000,1.68,12.77
2000,1.56,10.7
2000,2.01,7.12
2000,1.62,4.39
2000,2.06,10.61
2000,2.54,16.56
2000,3.07,7.95
2000,1.91,42.08
2000,2.04,63.89
2000,1.76,18.41
2000,1.93,5.52
2000,2.07,22.64
2000,0.9,8.19
2000,1.64,8.59
2000,1.16,6.1
2000,1.11,10.75
2000,2.88,185.25
2000,1.79,5.3
2000,1.88,9.68
2000,1.89,16.05
2000,2.4,51.73
2000,1.94,38.3
2000,1.32,13.8
2000,1.11,13.36
2000,1.51,19.77
2000,3.02,153.95
2000,1.91,26.71
2000,1.31,8.56
2000,3.25,77.86
2000,1.61,7.94
2000,2.47,81.75
2000,2.46,13.32
2000,3.3,7.02
2000,2.61,48.47
2000,2.4,24.74
2000,2.14,11.89
2000,2.77,34.4
2000,2.16,11.8
2000,2.77,25.09
2000,1.84,11.69
2000,2.29,15.46
2000,1.75,19.65
2000,1.75,16.04
2000,3.2,10.05
2000,1.91,7.66
2000,2.58,5.23
2000,1.96,19.82
2000,2.65,8
2000,1.74,4.65
2000,2.25,5.33
2000,2.23,12.97
2000,1.75,3.85
2000,4.32,7.59
2000,2.27,4.85
2000,2.64,5.29
2000,4.11,4.76
2000,2.76,2.47
2000,2.1,8.51
2000,2.21,10.65
2000,1.82,16.51
2000,2.68,14.32
2000,2.52,8.64
2000,1.75,5.81
2000,1.32,11.75
2000,2.17,4.8
2000,2.25,10.47
2000,2.48,11.48
2000,2.15,15.25
2000,2.33,15.61
2000,2.09,14.55
2000,1.83,18.54
2000,3,2.49
2000,2.3,6.41
2000,3.54,9.37
2000,1.91,22.5
2000,2.07,8.25
2000,1.71,6.29
2000,2.61,2.35
2000,1.55,5
2000,1.41,1.61
2000,2.28,10.12
2000,1.99,10.37
2000,2.04,3.02
2000,2.23,19.13
2000,1.35,10.52
2000,1.89,5.47
2000,2.98,47.57
2000,2.42,8.31
2000,2.09,10.44
2000,2.5,66.02
2000,1.9,9.33
2000,2.12,8.19
2000,1.76,0.67
2000,1.91,6.46
2000,2.07,4.16
2000,1.57,0.17
2000,2.21,10.11
2000,2.41,31.41
2000,2.15,11.74
2000,2.13,9.62
2000,2.52,15.94
2000,1.51,15.16
2000,1.51,6.17
2000,1.94,26.37
2000,2.72,20
2000,2.46,17.55
2000,2.04,28.12
2000,1.8,4
2000,2.36,10.96
2000,2.17,12.38
2000,2.4,15.4
2000,2.02,8.81
2000,2.28,14.09
2000,2.68,61.13
2000,2.12,22.59
2000,2.67,7.73
2000,3.31,32.69
2000,1.45,8.96
2000,1.8,7.23
2000,3.17,16.97
2000,1.82,6.84
2000,3.73,14.64
2000,2.61,6.06
2000,2.18,9.65
2000,3.01,7.15
2000,2.44,9.42
2000,2.31,36.58
2000,1.42,7.69
2000,1.97,15.34
2000,1.51,8.45
2000,1.49,6.58
2000,1.3,7.05
2000,2.99,71.15
2000,1.75,14.93
2000,2.03,25.1
2000,1.32,8.77
2000,1.81,14.25
2000,1.97,8.24
2000,1.69,14.58
2000,2.4,11.74
2000,2.17,26.53
2000,2.36,10.05
2000,2.62,10.72
2000,1.76,10.97
2000,2.34,17.39
2000,2.15,6.34
2000,2.03,12.31
2000,1.93,7.05
2000,1.93,6.67
2000,1.93,6.63
2000,1.51,8.19
2000,2.05,12.46
2000,1.96,16.11
2000,2.69,6.62
2000,4.14,5.74
2000,1.89,10.35
2000,2.73,11.97
2000,2.66,5.96
2000,1.95,25.47
2000,2.64,51.93
2000,1.37,5.53
2000,3.85,8.28
2000,2.04,14.46
2000,2.48,68.31
2000,1.49,9.69
2000,2.67,9.43
2000,2.6,7.11
2000,2.56,7.9
2000,2.01,15.17
2000,2.72,6.3
2000,2.82,9.33
2000,2.44,8.05
2000,1.97,7.89
2000,2.32,3.5
2000,2.47,5.18
2000,2.39,4.33
2000,2.43,24.73
2000,2.53,6.42
2000,2.19,4.6
2000,2.44,11.52
2000,2.32,14.94
2000,2.39,15.01
2000,3.17,11.54
2000,2.36,6.25
2000,1.88,2.37
2000,1.73,4.79
2000,2.61,11.89
2000,2.27,6.72
2000,1.91,14.53
2000,2.09,6.87
2000,2.03,5.44
2000,2.42,7.97
2000,2.66,7.61
2000,2.9,11.67
2000,1.68,13.65
2000,2.14,7.61
2000,2.32,6.04
2000,1.24,7.92
2000,2.78,15.49
2000,2.19,23.07
2000,2.07,13.52
2000,2.84,9.75
2000,1.72,7.39
2000,1.9,9.88
2000,1.71,5.02
2000,2.03,10.39
2000,1.78,10.45
2000,1.64,17.42
2000,2.02,6.53
2000,2.03,25.64
2000,1.54,7.13
2000,1.69,5.51
2000,1.61,8.21
2000,1.81,3.44
2000,2.12,13.84
2000,1.79,10.9
2000,1.43,17.11
2000,2.04,9.12
2000,1.99,16.99
2000,1.76,4.51
2000,1.85,10.3
2000,1.15,6.86
2000,1.54,22.63
2000,2.2,8.13
2000,1.87,6
2000,2.43,16.27
2000,2.15,14.27
2000,1.71,15.7
2000,1.77,10.19
2000,2.68,4.77
2000,1.73,12.78
2000,2.14,14.9
2000,1.56,9.03
2000,1.01,6.23
2000,2.13,7.08
